,AP,BLESS,Battig,ESSLI_1a,ESSLI_2b,ESSLI_2c,MEN,MTurk,RG65,RW,SimLex999,TR9856,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2
0,0.39054726368159204,0.36,0.1821831389791627,0.6818181818181819,0.75,0.5555555555555556,0.43478088345766,0.30706096999028337,0.4051579077879913,0.2614360020758817,0.24107014241598804,0.11055800674453216,0.5509526457584256,0.4369741032105246,0.6233873736753113,0.0287556283258289,0.099625,0.1349437516379946
