,AP,BLESS,Battig,ESSLI_1a,ESSLI_2b,ESSLI_2c,MEN,MTurk,RG65,RW,SimLex999,TR9856,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2
0,0.2064676616915423,0.2,0.10093672337985089,0.4090909090909091,0.5750000000000001,0.4,0.0746882753664376,-0.05092696783793955,0.038141661779088204,0.21112991964775618,0.1206181435470145,0.10729984626054503,0.2110964097267884,0.06646319574874425,0.26891949754157474,0.002097830536225952,0.008625,0.0605181138125398
