,AP,BLESS,Battig,ESSLI_1a,ESSLI_2b,ESSLI_2c,MEN,MTurk,RG65,RW,SimLex999,TR9856,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2
0,0.2512437810945274,0.255,0.12139170330720704,0.4318181818181818,0.5750000000000001,0.4666666666666667,0.1637102577516426,0.054248062483532096,0.1822753984641955,0.20373121475902708,0.12306111588327148,0.10987351574093338,0.3246432941165395,0.19225559647282373,0.40109391936294364,0.0011256651657797789,0.006,0.059587061744342036
