,AP,BLESS,Battig,ESSLI_1a,ESSLI_2b,ESSLI_2c,MEN,MTurk,RG65,RW,SimLex999,TR9856,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2
0,0.40298507462686567,0.395,0.19537373351175685,0.6363636363636364,0.8,0.5111111111111112,0.4191393950052668,0.27735454514578095,0.42686045404074113,0.2754775308006764,0.2515503944445643,0.11099559406860338,0.5448908355912964,0.42922509358057453,0.6312667040843368,0.06493041342611543,0.21375,0.17142209944489947
