,AP,BLESS,Battig,ESSLI_1a,ESSLI_2b,ESSLI_2c,MEN,MTurk,RG65,RW,SimLex999,TR9856,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2
0,0.38557213930348255,0.355,0.16994838463008985,0.5909090909090909,0.775,0.48888888888888893,0.3918906757208359,0.28699818905697455,0.43172952094360706,0.25052441600009684,0.2344433270861038,0.11929242945073272,0.5020321300265836,0.4060463048684305,0.5760631813542919,0.036225951698731065,0.1095,0.1558350895930143
