,AP,BLESS,Battig,ESSLI_1a,ESSLI_2b,ESSLI_2c,MEN,MTurk,RG65,RW,SimLex999,TR9856,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2
0,0.5422885572139303,0.445,0.23934238195373733,0.6590909090909091,0.775,0.5777777777777778,0.6286050253612521,0.5620011414589419,0.6273125665507924,0.24689499647137758,0.30604465664496344,0.08978222845665519,0.6361554601015086,0.5853469968450415,0.7162487075618542,0.09163937781416291,0.272,0.12698056405169056
