,AP,BLESS,Battig,ESSLI_1a,ESSLI_2b,ESSLI_2c,MEN,MTurk,RG65,RW,SimLex999,TR9856,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2
0,0.47512437810945274,0.48,0.2240489390173963,0.7045454545454546,0.75,0.6,0.5193669818176899,0.3520611411940491,0.40447596659427637,0.2783686556279323,0.2776070398803758,0.12353381154937328,0.6344320635875106,0.5461516385116378,0.6736650595447267,0.07792672943102742,0.21,0.11164902055020093
