,AP,BLESS,Battig,ESSLI_1a,ESSLI_2b,ESSLI_2c,MEN,MTurk,RG65,RW,SimLex999,TR9856,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2
0,0.3706467661691542,0.375,0.1603899827948767,0.5454545454545454,0.8250000000000001,0.5111111111111112,0.33570863065287304,0.22657191795068865,0.41020653637246784,0.24717159107214948,0.21827259415667385,0.11513907102792577,0.46961684589424507,0.3562793431810596,0.5614193270638461,0.03238845681539091,0.11125,0.12579928549363242
