,AP,BLESS,Battig,ESSLI_1a,ESSLI_2b,ESSLI_2c,MEN,MTurk,RG65,RW,SimLex999,TR9856,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2
0,0.5174129353233831,0.44,0.22213725865035366,0.6590909090909091,0.8,0.6,0.6101400652170617,0.5466247757295164,0.6188982775175187,0.2620596975658847,0.30445691363608046,0.09149486717432419,0.6236868653548495,0.5693739209634185,0.7076513789972133,0.09445354072861237,0.2835,0.1349447615005042
