,AP,BLESS,Battig,ESSLI_1a,ESSLI_2b,ESSLI_2c,MEN,MTurk,RG65,RW,SimLex999,TR9856,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2
0,0.4651741293532338,0.4,0.2028292869432231,0.6590909090909091,0.8,0.6,0.45840895604430826,0.3040567022959081,0.4409524559359226,0.27074475195753617,0.26947105607515554,0.11147146626634968,0.5955784757272929,0.5254767393968619,0.6479901076789141,0.07772206303724928,0.23025,0.15332220478415845
